payment_id,shipment_id,delivery_id,payment_method,payment_amount,payment_date
789571,230022,884908,credit card,196.62,2023-01-07
820335,95453,266472,credit card,84.22,2023-11-10
253778,888611,840,cash,163.74,2023-05-12
876359,623904,598632,credit card,173.56,2023-01-08
159530,247349,220518,cash,277.38,2023-04-11
658605,99264,704520,cash,59.96,2023-02-11
736849,353665,226854,cash,243.5,2023-12-01
8439,51429,877703,cash,428.18,2023-06-27
62901,911071,103851,cash,921.36,2023-05-01
955688,907237,77069,paypal,211.89999999999998,2023-10-13
368639,606128,374075,paypal,231.69,2023-07-19
470218,233601,162891,cash,55.129999999999995,2023-10-21
611851,905065,372842,credit card,139.86,2023-03-10
9935,294543,784791,credit card,65.23,2023-06-28
161150,374602,257374,cash,47.95,2023-07-02
353531,438517,792094,paypal,169.32,2023-12-24
739129,331319,67365,cash,107.56,2023-09-29
539543,20516,398695,credit card,646.62,2023-06-28
143905,148010,387205,paypal,450.65,2023-03-21
217906,803105,447640,paypal,141.12,2023-07-25
759398,271716,11909,paypal,91.18,2023-02-24
447590,872534,597402,credit card,152.17000000000002,2023-06-03
562605,999751,673487,cash,710.85,2023-07-05
409128,552827,549623,credit card,74.64,2023-04-03
994861,567200,442880,credit card,96.25,2023-07-27
251630,274804,648544,cash,169.24,2023-02-01
592003,230140,866246,paypal,173.07999999999998,2023-01-22
625415,538363,326643,paypal,190.01,2023-02-23
628345,403267,611164,paypal,89.08,2023-11-03
234710,809223,983988,cash,174.23,2023-04-27
523852,438957,590894,paypal,127.57000000000001,2023-06-02
886113,339759,995028,cash,934.3399999999999,2023-07-29
323170,57672,831542,paypal,72.99000000000001,2023-06-08
808215,177804,872306,credit card,946.99,2023-09-24
399652,934020,657697,paypal,179.96,2023-08-16
1107,762819,615990,cash,74.62,2023-06-23
488989,886617,852906,cash,840.15,2023-09-26
659767,575194,262699,cash,115.62,2023-07-13
923892,876169,69633,credit card,114.75,2023-08-18
457466,971738,143908,cash,129.52,2023-09-28
509429,404633,71218,paypal,139.5,2023-10-23
216002,300922,585893,cash,129.97,2024-01-01
193002,337013,325166,cash,188.82,2023-12-21
770071,516889,286442,credit card,537.09,2023-12-15
333436,25441,949322,cash,650.06,2023-07-06
107131,703422,746261,cash,212.82,2023-03-16
3499,211310,619483,cash,439.44,2023-12-24
580464,659235,301041,paypal,108.44,2023-03-11
929321,400975,887260,paypal,230.10999999999999,2023-11-24
6680,942812,775572,paypal,748.09,2023-07-02
480896,425569,13623,cash,803.89,2023-12-30
830271,329682,857458,cash,151.12,2023-06-06
113036,214313,360884,credit card,611.12,2023-12-02
424437,122985,569268,paypal,234.22,2023-05-30
819039,482629,351280,paypal,56.97,2023-05-31
572312,763518,206382,credit card,118.23,2023-05-19
671599,24161,1268,cash,691.0699999999999,2023-05-20
961747,692906,513523,cash,519.8,2023-05-27
390874,802016,646433,paypal,233.94,2023-01-15
224447,460876,24019,credit card,215.79000000000002,2023-03-16
295562,248250,292294,credit card,168.56,2023-11-06
706682,126590,176572,cash,146.06,2023-03-25
141111,871206,165577,cash,78.84,2023-02-27
715134,638182,927158,cash,178.33999999999997,2023-02-13
997379,626380,517054,paypal,949.93,2023-07-12
868823,722719,792599,credit card,126.21000000000001,2023-11-27
452768,476294,793953,cash,183.26,2023-01-19
376220,913018,311448,paypal,184.43,2023-01-08
191626,592021,440043,credit card,153.33,2023-07-23
836926,969095,860304,cash,875.5799999999999,2023-03-21
155993,606268,498045,cash,747.81,2023-06-23
377914,238918,336766,credit card,148.28,2023-11-22
714768,987493,995268,credit card,252.75,2023-11-26
351920,376330,84321,cash,148.75,2023-09-04
703793,3828,389588,paypal,215.22,2023-03-07
546585,837068,291550,cash,65.03,2023-08-18
245500,335430,915104,paypal,59.15,2023-12-14
455703,917474,302986,paypal,760.55,2023-12-12
245157,739275,721581,credit card,225.04000000000002,2023-11-25
869580,488847,261512,credit card,241.44,2023-01-29
168765,31444,539677,credit card,796.7,2023-02-12
204141,909714,198175,credit card,971.99,2023-10-11
299626,50156,202010,credit card,173.33999999999997,2023-09-30
566945,418189,23701,cash,384.62,2023-03-30
330583,598304,497179,paypal,216.48000000000002,2023-03-28
438151,895406,492097,credit card,784.29,2023-10-16
119923,702647,665199,paypal,126.88,2023-11-15
550708,205068,978955,cash,496.74,2023-05-03
540619,343145,794583,cash,400.69,2023-11-17
690093,201877,463469,cash,879.82,2023-01-08
17892,834884,49723,cash,195.67000000000002,2023-05-08
904300,237969,474448,cash,121.34,2023-03-23
834808,980767,346505,cash,66.28999999999999,2023-04-07
148220,846197,860498,paypal,462.46999999999997,2023-09-06
630347,189520,782186,cash,463.84,2023-06-27
312372,59024,694058,paypal,767.57,2023-02-12
882808,213237,173518,paypal,82.38,2023-01-18
762680,572564,526347,paypal,212.72,2023-09-17
857442,219126,425747,paypal,88.73,2023-12-20
283982,879926,103402,cash,397.32,2023-05-17
393036,407655,372201,cash,99.49000000000001,2023-05-26
171909,743049,413471,cash,164.65,2023-10-10
445477,41944,360395,cash,745.9499999999999,2023-11-13
24709,823719,249688,paypal,728.91,2023-01-28
260378,425997,480301,credit card,512.04,2023-01-08
569520,760756,369163,cash,944.34,2023-12-07
886517,6408,153759,credit card,224.51,2023-04-01
91804,982027,930161,paypal,306.15,2023-05-31
435127,561557,454020,credit card,115.25999999999999,2023-07-13
89732,152162,706192,credit card,151.46,2023-08-25
667564,175191,628378,cash,239.83,2023-02-26
517379,365982,623876,cash,207.4,2023-02-06
925194,51542,552058,paypal,150.20999999999998,2023-01-03
138989,174213,32206,paypal,750.5600000000001,2023-03-17
986195,595902,906128,credit card,240.59,2023-02-13
133907,380261,315304,cash,976.3100000000001,2023-09-20
753598,600,487967,cash,149.81,2023-06-18
196439,432578,52183,credit card,110.8,2023-10-15
209540,377585,630491,cash,206.5,2023-03-31
195477,718039,659409,credit card,368.01,2023-09-18
270504,567071,600484,paypal,77.84,2023-03-30
481885,396348,882852,credit card,174.84,2023-06-12
72326,481988,349270,paypal,229.65,2023-12-11
825396,488722,479916,cash,214.10999999999999,2023-06-09
907872,774026,327869,paypal,94.71000000000001,2023-01-15
470961,720364,515282,credit card,160.69,2023-07-18
317890,524787,277477,cash,70.76,2023-06-12
811477,215352,344407,paypal,484.85,2023-05-19
187802,983651,927479,paypal,363.84,2023-11-21
834788,692477,505400,credit card,211.81,2023-04-03
197465,573059,755487,credit card,203.32999999999998,2023-12-21
365817,838045,324198,paypal,714.9200000000001,2023-07-31
929476,629121,131116,paypal,854.8299999999999,2023-01-16
789474,534197,340493,cash,212.38,2023-01-26
975299,381731,47046,cash,203.26,2023-07-01
971843,533339,168684,cash,222.14,2023-03-28
592355,265859,281751,credit card,185.62,2023-03-24
904910,139223,464738,credit card,231.43,2023-12-24
727342,366183,483831,cash,182.91,2023-06-25
559460,838101,689944,cash,211.91,2023-08-03
483050,559683,744599,paypal,651.3100000000001,2023-02-07
900673,269721,275806,credit card,238.66000000000003,2023-12-12
226085,483473,306591,cash,228.60999999999999,2023-09-10
715706,209101,877123,credit card,206.69,2023-08-08
98339,297298,993409,credit card,144.94,2023-05-13
851359,91687,511590,paypal,1017.7,2023-11-24
480962,768113,407253,paypal,379.53000000000003,2023-03-18
195928,582570,92744,paypal,680.51,2023-01-29
947544,210334,679299,credit card,293.65999999999997,2023-09-19
458699,529378,367586,paypal,456.77,2023-05-23
15336,782188,450425,cash,139.79,2023-03-16
58495,620434,505422,credit card,540.25,2023-03-21
659142,761980,486715,credit card,65.81,2023-03-04
833743,146322,842498,cash,384.89000000000004,2023-03-22
510181,524721,879091,cash,89.21000000000001,2023-08-19
414605,895144,818217,credit card,391.51,2023-11-18
880198,55113,835036,paypal,217.14999999999998,2023-03-15
458684,856927,657670,paypal,145.66,2023-08-30
104175,2444,514362,cash,553.61,2023-10-10
485563,752241,111066,cash,156.98,2023-02-07
154999,518665,534703,cash,319.73,2023-08-30
268597,538606,433058,cash,216.22,2023-05-03
121443,46060,312826,credit card,147.49,2023-04-16
355186,417780,911760,credit card,68.63,2023-06-07
166464,320659,717201,cash,90.50999999999999,2023-05-09
164535,223502,581577,cash,115.19,2023-01-31
878540,784101,621910,cash,103.83,2023-03-31
744468,900434,124457,credit card,229.55,2023-11-03
767371,521984,538459,cash,199.85000000000002,2023-07-19
37433,45857,974151,credit card,445.73,2023-05-31
754221,998513,352185,cash,207.39999999999998,2023-09-01
488273,220537,243743,paypal,239.8,2023-02-22
470562,858235,825866,credit card,123.99000000000001,2023-06-25
664007,294127,534148,credit card,491.74,2023-03-15
559478,215870,209812,cash,217.81,2023-08-15
768505,188705,976093,paypal,108.81,2023-02-25
832568,994497,405933,credit card,164.44,2023-07-25
495669,527198,781138,paypal,238.5,2023-05-09
603640,417861,600874,paypal,248.72,2023-08-10
902384,372268,88620,paypal,170.29,2023-04-24
857799,816926,544783,credit card,721.9499999999999,2023-06-14
440010,121837,190458,paypal,592.65,2023-04-29
125407,390133,693946,paypal,162.99,2023-12-22
108397,144503,789498,paypal,203.27,2023-11-24
574202,312408,147215,cash,145.3,2023-07-08
113528,919594,774920,cash,220.43,2023-10-31
525312,140507,216282,cash,172.17000000000002,2023-09-22
549550,165718,868033,paypal,152.2,2023-01-01
108142,144860,128009,credit card,826.03,2023-03-18
744026,807595,429696,paypal,522.8,2023-03-31
29817,178871,930532,credit card,152.07999999999998,2023-10-19
537294,42078,535032,paypal,234.51,2023-08-19
237958,862585,255717,credit card,205.73000000000002,2023-05-27
308544,251626,504943,paypal,852.45,2023-05-18
22636,331225,560717,cash,851.9699999999999,2023-05-09
110585,106144,919567,credit card,779.51,2023-04-29
959190,183132,129458,paypal,275.99,2023-09-27
726247,957629,733803,cash,188.52,2023-02-06
800820,755260,16636,credit card,171.51,2023-01-26
260701,299180,25223,paypal,77.21000000000001,2023-06-22
697128,4680,26438,credit card,194.63,2023-08-20
552609,87186,727367,paypal,218.01,2023-07-01
207777,390772,61581,credit card,115.67000000000002,2023-12-29
829378,290741,958199,credit card,118.38,2023-08-19
691258,123738,206361,cash,260.87,2023-05-20
320366,310898,860430,paypal,103.45,2023-01-18
936147,312696,245975,cash,74.52,2023-01-08
429876,446090,426188,credit card,743.8399999999999,2023-10-17
992782,414498,787595,paypal,172.25,2023-11-12
918097,169760,665371,credit card,158.37,2023-09-27
97045,464685,155577,credit card,211.76000000000002,2023-08-24
9570,250261,99644,paypal,95.84,2023-05-07
365211,274723,301255,cash,218.04000000000002,2023-09-28
4533,60499,95544,credit card,238.92000000000002,2023-07-05
36781,585577,711052,credit card,159.42,2023-09-18
117582,282829,674432,paypal,715.09,2023-04-02
260606,24319,283309,credit card,143.23,2023-01-31
995649,145457,266683,credit card,451.8,2023-11-09
677384,161085,610893,cash,69.31,2023-02-12
233833,138440,787076,cash,514.25,2023-11-14
809989,739740,349638,paypal,908.34,2023-12-06
299417,360255,469350,cash,138.09,2023-08-09
841730,848952,855798,cash,91.28,2023-08-30
477270,32749,590874,credit card,73.22999999999999,2023-02-19
892300,390986,767675,cash,429.3,2023-12-02
371696,208031,202124,credit card,154.71,2023-12-08
946018,606240,177434,credit card,210.88,2023-03-09
379644,700525,213488,credit card,69.17,2023-11-10
575467,356140,284020,cash,80.44,2023-01-24
980039,849372,763431,paypal,203.96,2023-02-22
599252,360388,965200,paypal,599.8299999999999,2023-08-25
360207,397789,936228,paypal,123.96000000000001,2023-11-17
569367,768813,862662,paypal,173.39000000000001,2023-12-30
63731,199534,186928,paypal,462.46000000000004,2023-11-04
626232,18742,802291,credit card,76.36,2023-01-14
900536,605801,838707,credit card,212.91,2023-10-07
362483,264159,383635,credit card,741.39,2023-06-06
411024,812089,271573,paypal,89.25,2023-03-08
558723,930574,318825,cash,311.17,2023-11-20
143061,747060,218434,paypal,371.58,2023-08-24
604349,303112,757351,credit card,417.04,2023-07-22
391235,891402,132495,cash,170.02,2023-05-02
82106,344693,864771,credit card,230.81,2023-11-11
523826,73019,538094,credit card,211.69,2023-10-20
112593,73683,183307,cash,205.2,2023-08-04
838466,272475,644144,credit card,211.38,2023-12-29
819602,741886,34953,credit card,447.46000000000004,2023-03-22
921454,875761,815596,cash,855.8,2023-11-08
457121,764888,884295,credit card,199.29000000000002,2023-11-18
654990,82314,373838,credit card,79.17,2023-05-17
182517,10718,861181,paypal,171.18,2023-08-31
897713,538686,92054,paypal,915.72,2023-10-23
940121,422985,533690,paypal,106.37,2023-07-18
936345,720732,71617,cash,297.43,2023-01-16
685915,77566,965440,cash,243.76,2023-05-04
697851,541387,981760,cash,132.81,2023-06-04
960818,615818,426939,paypal,667.54,2023-02-05
94975,694515,535840,credit card,146.95999999999998,2023-07-03
633839,856376,323132,cash,103.77000000000001,2023-10-08
137055,10117,614732,cash,165.48,2023-04-12
939953,138589,167053,cash,199.78,2023-03-08
540853,246140,358971,paypal,243.92000000000002,2023-08-26
124917,395582,510346,credit card,247.13,2023-12-13
255296,570454,861289,credit card,73.82,2023-12-14
670256,441340,763254,cash,826.23,2023-05-02
824300,444485,122000,cash,164.01,2023-03-03
832712,722993,28055,paypal,175.95,2023-06-07
281443,320834,195759,credit card,161.02,2023-05-04
82083,321940,525707,credit card,68.75,2023-05-12
961335,433159,458185,credit card,248.85999999999999,2023-05-08
828674,30836,394992,cash,73.59,2023-10-23
410068,829086,50135,cash,490.69,2023-03-24
421678,448248,982408,paypal,110.89,2023-09-16
47874,535437,268618,cash,175.0,2023-05-18
382134,86088,23432,credit card,603.1999999999999,2023-08-16
805791,723839,390182,credit card,124.3,2023-06-18
237587,630583,361449,credit card,768.3100000000001,2023-07-04
309423,530306,824349,paypal,235.77999999999997,2023-08-14
103564,647973,303670,paypal,218.26999999999998,2023-06-01
10017,225716,309674,credit card,244.47,2023-12-17
399863,677129,98586,paypal,109.47,2023-11-05
74623,445003,265185,cash,167.26,2023-07-07
601950,731717,899793,paypal,86.52,2023-08-23
941341,971619,879877,credit card,222.42000000000002,2023-05-16
192878,352649,729128,cash,91.0,2023-05-31
104607,67822,352139,paypal,88.13,2023-08-10
775617,942595,141934,paypal,242.01,2023-05-14
821877,193433,395636,paypal,145.56,2023-02-06
821069,743834,755503,cash,131.82999999999998,2023-06-28
921423,806516,458645,credit card,226.2,2023-09-17
964779,623850,526720,credit card,150.92000000000002,2023-03-29
540724,435843,755457,credit card,483.51,2023-02-05
481641,560419,523046,paypal,191.51,2023-10-28
602496,407037,109740,cash,928.1999999999999,2023-02-25
514581,59172,758395,paypal,520.0,2023-06-07
343679,210064,453060,paypal,176.99,2023-09-28
251132,500341,773047,credit card,243.0,2023-12-07
485414,855369,671852,credit card,113.87,2023-04-21
156469,211269,335313,cash,183.27,2023-07-10
311515,742269,234243,credit card,104.46000000000001,2023-07-31
182207,495387,843802,cash,841.51,2023-08-25
787827,338219,736561,paypal,112.49000000000001,2023-08-06
272200,52800,598901,paypal,87.59,2023-05-31
400018,618073,610320,paypal,136.26,2023-06-21
304316,62390,256408,paypal,176.79000000000002,2023-04-09
700309,35770,929991,cash,829.2900000000001,2023-07-04
979546,885452,544574,paypal,151.26999999999998,2023-11-15
903327,182708,165141,credit card,96.67,2023-02-27
277868,727872,656986,credit card,658.97,2023-07-08
715051,353877,471683,cash,186.92000000000002,2023-02-14
841008,251931,409640,cash,228.20999999999998,2023-12-02
824906,48211,469490,paypal,123.96000000000001,2023-11-11
423035,249731,738084,paypal,993.4,2023-09-04
813449,263145,732565,paypal,108.33,2023-08-18
357195,747107,735793,cash,213.57999999999998,2023-05-03
58385,577508,391569,paypal,244.31,2023-05-31
737290,992192,662556,paypal,231.15,2023-09-04
513401,688472,997580,cash,178.99,2023-07-04
38187,148994,173602,credit card,183.34,2023-08-25
196604,561379,308947,credit card,163.59,2023-10-30
15997,988482,338651,credit card,84.08,2023-04-01
808852,239058,873965,credit card,1018.0899999999999,2023-12-17
937325,937571,310828,cash,147.97,2023-06-05
506131,113465,581191,cash,230.67,2023-06-18
313814,54463,729902,credit card,159.54000000000002,2023-09-05
370992,499348,710749,cash,200.5,2023-10-30
514566,953830,644223,paypal,414.90000000000003,2023-01-04
791865,417359,555521,paypal,144.89,2023-11-22
970339,872126,289008,cash,976.4899999999999,2023-01-26
849167,110521,785931,paypal,741.3100000000001,2023-06-27
215853,271599,751069,paypal,130.35,2023-08-30
553748,377711,358394,cash,141.02,2023-09-26
148204,903997,693450,credit card,57.45,2023-01-09
628476,516921,47033,cash,79.28999999999999,2023-10-01
99592,439491,422313,paypal,109.52,2023-11-09
834809,969509,472900,credit card,182.57999999999998,2023-02-21
581102,251336,576301,paypal,234.42,2023-08-30
215230,138300,670039,cash,146.76,2023-05-14
589063,23531,521432,credit card,331.1,2023-07-01
147706,276168,578660,paypal,136.55,2023-12-26
466371,5391,565950,cash,147.23,2023-10-25
29676,466390,277640,credit card,1037.1399999999999,2023-06-29
540607,763479,22908,credit card,221.96999999999997,2023-05-19
824386,265024,121572,paypal,226.83,2023-12-14
204966,627549,897443,paypal,418.34000000000003,2023-03-01
805855,11828,638412,paypal,292.27,2023-05-13
447598,227021,455224,paypal,363.47,2023-05-29
6767,999703,467817,cash,47.03,2023-10-02
907135,623723,108531,paypal,71.23,2023-03-06
415942,875998,729730,paypal,73.32,2023-08-15
961638,301398,232020,paypal,231.72,2023-05-08
834774,174811,14609,cash,607.6,2023-07-23
247127,868599,214889,paypal,920.24,2023-07-29
102987,156560,393866,credit card,218.7,2023-03-13
178365,638159,179250,credit card,563.61,2023-11-05
804767,504762,217095,paypal,146.13,2023-04-13
599351,549305,470877,credit card,193.87,2023-04-18
632214,892144,55789,credit card,228.29,2023-11-16
130069,384629,271882,paypal,1018.96,2023-12-12
990384,749461,724943,paypal,44.82,2023-03-03
472141,359604,947700,paypal,134.12,2023-01-16
928130,296115,88561,cash,677.36,2023-06-07
866370,674086,153765,paypal,198.51,2023-07-08
442282,830935,747349,paypal,249.71,2023-06-16
611687,258750,599065,paypal,218.88000000000002,2023-04-06
797449,578030,150582,paypal,978.87,2023-01-07
932461,423940,601944,paypal,628.5500000000001,2023-01-28
797150,272817,594917,cash,216.71,2023-08-10
645199,508957,293047,credit card,196.0,2023-09-01
606883,626653,11855,cash,65.27,2023-05-05
551185,345453,258103,credit card,618.06,2023-11-01
812325,994046,309014,paypal,164.15,2023-04-19
345259,301321,774401,credit card,213.5,2023-04-15
297018,426491,906133,cash,196.65,2023-11-27
161733,151394,975901,paypal,95.75,2023-03-24
77862,170240,192041,paypal,651.63,2023-04-05
957460,366783,308108,cash,145.31,2023-02-06
346046,487581,98193,paypal,161.29,2023-01-02
96953,211081,763276,cash,83.93,2023-10-13
668322,992664,503095,cash,871.28,2023-11-19
115484,592678,979119,credit card,132.66,2023-01-20
658767,396920,866955,paypal,72.31,2023-01-01
696968,888102,55897,paypal,113.66,2023-05-31
219915,931012,533931,credit card,107.59,2023-04-09
622824,988469,822391,paypal,437.95,2023-04-12
76405,159309,885791,cash,235.69,2023-03-21
892280,440621,445231,paypal,186.59,2023-11-10
939998,202811,349668,credit card,256.26,2023-10-07
319029,403933,952056,credit card,219.92000000000002,2023-07-31
642549,488661,915120,cash,596.23,2023-01-21
800311,364368,59820,cash,157.89,2023-11-08
398156,762395,799416,paypal,298.28999999999996,2023-10-28
928443,683991,42635,cash,88.16,2023-03-14
997219,445230,662438,paypal,186.27999999999997,2023-03-27
863913,378264,906617,cash,530.8399999999999,2023-03-17
735553,386997,170849,credit card,85.06,2023-05-17
109455,732280,442231,credit card,199.73,2023-03-26
796687,869012,895433,cash,171.49,2023-09-11
141386,635972,234927,paypal,218.32999999999998,2023-09-24
724781,14723,145913,cash,168.49,2023-10-01
286078,502435,181140,paypal,174.89,2023-09-27
272922,18158,990844,paypal,162.46,2023-07-12
375386,440101,560294,cash,175.48999999999998,2023-12-20
2979,429278,841409,cash,852.36,2023-07-07
286119,512528,373841,paypal,99.19,2023-11-20
869177,264693,585532,credit card,962.28,2023-05-28
736498,667968,729324,credit card,218.08,2023-11-07
123436,564495,747252,paypal,106.16,2023-09-26
785177,466990,891628,paypal,135.48000000000002,2023-05-15
216835,67632,643913,cash,216.19,2023-04-25
634937,201106,964235,paypal,110.64,2023-02-02
670513,972978,497103,credit card,101.63,2023-10-25
926031,221707,768298,cash,88.24,2023-12-23
571485,514693,353073,credit card,563.47,2023-12-13
222861,895747,840642,credit card,69.4,2023-11-06
686223,384824,514515,cash,219.55,2023-06-30
873640,706171,883668,cash,205.83999999999997,2023-02-07
999318,977348,857907,credit card,66.59,2023-06-05
668372,666382,980982,credit card,775.82,2023-06-13
977631,386008,636797,credit card,213.1,2023-05-16
688007,995981,143019,credit card,89.0,2023-11-17
786902,363729,236305,paypal,219.04000000000002,2023-11-14
121785,556177,383999,credit card,96.07,2023-07-23
333997,300886,119723,cash,225.66,2023-04-13
634255,796804,810753,paypal,174.93,2023-01-07
786222,888255,606969,credit card,148.64,2023-01-23
46479,933961,392937,credit card,112.84,2023-05-06
974506,823979,690438,paypal,63.94,2023-03-14
362521,615565,627129,cash,221.29,2023-06-14
471165,578196,669870,paypal,229.98,2023-12-09
308582,267122,586562,paypal,500.26,2023-03-29
828052,805366,774312,paypal,72.80000000000001,2023-09-22
671769,392506,46445,paypal,83.46000000000001,2023-03-22
875849,309410,240672,cash,174.91,2023-05-29
480373,594174,301345,paypal,945.96,2023-10-31
856,586982,967772,cash,552.08,2023-03-02
147638,475321,177808,credit card,401.08000000000004,2023-02-13
352072,813676,714499,paypal,834.91,2023-08-14
197342,693834,966800,cash,952.3800000000001,2023-09-30
76192,79973,381820,cash,214.76,2023-06-12
314628,82479,273989,cash,63.64,2023-10-31
224159,261037,659351,cash,140.70999999999998,2023-03-06
768776,413697,230966,credit card,84.18,2023-08-21
451176,496249,349375,cash,175.17000000000002,2023-07-11
898491,869045,929627,credit card,118.24000000000001,2023-04-23
727293,336268,254507,cash,74.14,2023-08-19
615895,846808,44744,credit card,248.54,2023-02-10
610288,164561,543908,cash,48.18,2023-01-29
999434,359450,174434,paypal,214.71,2023-01-31
150735,357796,115600,paypal,215.24,2023-03-02
482320,873222,217081,cash,193.91000000000003,2023-12-05
231877,840768,603592,paypal,155.70999999999998,2023-11-01
998422,111651,252587,paypal,541.14,2023-05-18
833772,575459,828030,credit card,72.86,2023-10-04
427918,122406,967967,cash,485.91999999999996,2023-08-22
695848,546718,154235,credit card,581.3900000000001,2023-05-16
501004,89080,247758,paypal,357.77,2023-12-27
562104,801342,972574,credit card,217.74,2023-02-23
435463,344685,137745,paypal,137.68,2023-02-09
46205,305435,310843,paypal,88.06,2023-10-04
334187,932059,919263,paypal,195.27999999999997,2023-02-11
838151,157584,893233,paypal,108.46000000000001,2023-11-05
968184,496500,179434,credit card,123.95,2023-08-17
533514,629860,667607,paypal,325.15000000000003,2023-03-03
506763,298592,773309,paypal,736.0400000000001,2023-05-07
66421,409175,150757,cash,195.36,2023-09-08
9886,715359,810585,cash,921.74,2023-10-20
346364,945211,477406,paypal,228.33,2023-05-25
74424,218159,83044,credit card,854.78,2023-08-18
126324,933211,147058,credit card,803.1199999999999,2023-07-07
645238,13077,983257,cash,82.22999999999999,2023-04-29
217973,528219,691679,paypal,335.27,2023-01-29
203482,301221,498511,credit card,116.56,2023-11-28
240169,458730,295521,paypal,204.14999999999998,2023-11-01
843148,928925,962659,credit card,132.36,2023-07-20
157049,133961,847341,paypal,233.04,2023-07-24
256356,476646,520856,cash,177.44,2023-08-06
98639,189108,418519,cash,96.9,2023-03-25
533570,839352,917875,cash,559.33,2023-05-20
463295,521778,169598,credit card,871.03,2023-06-12
80299,647738,984866,credit card,325.33000000000004,2023-11-17
762806,590461,992950,cash,169.35999999999999,2023-12-22
705323,337117,615880,cash,779.31,2023-02-03
607513,52712,107039,cash,656.81,2023-12-26
475569,771480,589366,cash,395.52,2023-06-04
266360,873783,421594,paypal,484.31,2023-10-08
19913,213018,591634,credit card,608.35,2023-09-19
509386,462412,375793,paypal,153.41,2023-08-18
975827,478728,657020,credit card,194.70999999999998,2023-02-17
490649,960408,122818,credit card,231.54,2023-09-20
674098,87808,184592,credit card,934.79,2023-02-28
679874,164741,925926,paypal,188.69,2023-11-10
587250,50234,980960,paypal,412.11,2023-11-16
520409,677361,724753,cash,143.02,2023-10-13
970252,162717,30498,paypal,151.86,2023-06-27
223322,181331,974544,credit card,131.05,2023-05-06
251201,554574,398271,cash,177.63,2023-12-10
385391,893108,320656,cash,148.93,2023-08-29
475005,244394,168832,credit card,124.37,2023-07-05
264870,887631,72872,paypal,98.0,2023-08-08
845990,789007,565614,credit card,149.39999999999998,2023-08-07
4419,964356,40248,paypal,156.9,2023-02-23
46385,635859,755203,cash,108.59,2023-12-26
188426,86790,334532,cash,83.32,2023-05-07
320147,425381,438505,paypal,119.25999999999999,2023-03-08
517256,356219,92137,credit card,255.71,2023-10-07
756040,127307,207811,credit card,86.17,2023-10-03
773265,49648,332435,credit card,124.93,2023-08-27
802666,226932,945537,cash,870.26,2023-03-14
93635,224963,52390,cash,253.14,2023-05-26
162299,71551,995052,cash,71.47999999999999,2023-12-22
629830,664478,152859,credit card,591.36,2023-02-16
681869,311995,15638,paypal,68.78999999999999,2023-01-08
477533,815184,202278,cash,71.28999999999999,2023-07-30
878552,700219,761446,cash,215.83,2023-05-22
928113,38504,420618,cash,146.63,2023-12-19
586535,342566,398428,paypal,288.63,2023-07-02
496065,996978,164244,cash,225.14999999999998,2023-07-07
893402,620646,567019,paypal,169.04,2023-07-01
785,370725,141656,paypal,248.85999999999999,2023-05-22
269176,228308,714776,credit card,641.03,2023-06-05
347019,99924,702916,cash,130.97,2023-06-04
511079,715231,468317,credit card,173.19,2023-09-05
372969,373189,448618,credit card,132.68,2023-04-07
65734,659587,438968,cash,639.1899999999999,2023-09-10
663069,502979,552913,credit card,150.89,2023-02-25
504525,941838,84622,cash,79.22,2023-10-15
298152,70187,468667,paypal,90.6,2023-03-09
411657,297291,547199,paypal,60.99,2023-12-06
462683,353290,568615,paypal,197.78,2023-11-01
84166,627719,257534,credit card,431.19,2023-01-22
193384,834979,441094,credit card,461.11,2023-08-16
391212,72013,53773,credit card,605.13,2023-06-19
535568,946775,371672,cash,214.39000000000001,2023-07-18
245576,985990,57393,cash,207.96,2023-12-12
345573,371218,833845,cash,850.03,2023-07-10
779430,726686,906740,cash,846.02,2023-02-04
120458,125680,914570,paypal,233.65,2023-10-04
579573,853024,961647,cash,167.99,2023-04-03
866132,794487,721895,credit card,129.08,2023-04-08
16609,101020,102668,paypal,150.52,2023-07-17
54769,368721,418177,credit card,82.99,2023-12-13
93541,14012,853877,cash,197.54000000000002,2023-05-12
149420,87215,395771,credit card,220.32999999999998,2023-11-02
731299,912192,451731,credit card,202.1,2023-03-18
728516,625385,30350,credit card,150.61,2023-09-24
671226,579383,302046,credit card,226.71,2023-05-15
403395,795245,326336,cash,227.69,2023-12-06
158340,39957,161799,paypal,986.05,2023-01-02
866667,644203,784,cash,86.53999999999999,2023-02-02
257322,465671,999263,cash,104.66999999999999,2023-04-11
410512,616477,234160,cash,762.03,2023-08-09
165362,466148,571279,cash,944.1800000000001,2023-12-14
261685,426265,263447,cash,165.68,2023-04-14
938411,351408,916090,credit card,240.61,2023-05-29
235061,644134,418608,credit card,124.82000000000001,2023-03-14
177082,331050,524584,credit card,218.36,2023-12-23
56082,932259,783407,paypal,216.01999999999998,2023-12-09
365175,388433,219491,credit card,134.23,2023-09-15
726939,809197,878952,credit card,178.63,2023-01-28
110524,563819,21056,credit card,249.42,2023-04-17
157800,571098,31996,credit card,212.93,2023-01-30
688602,416052,839296,credit card,216.47,2023-10-04
327709,628899,492508,paypal,161.07999999999998,2023-03-20
254035,997706,694787,paypal,108.72,2023-07-04
282895,92432,384860,cash,114.88,2023-11-10
